,Unnamed: 0,First,Last,Year,Tm,Pos,Age,Player,Targets,Receptions,RecYards,RecTD,Ctch%,RushAtt,RushYards,RushTD,Fumbles,Experience,FantasyPoints,TeamPPG,teamOPPG,TeamYPG,TeamPassPct
550,550,Ed,Dickson,2013,Baltimore,TE,26.0,Ed Dickson,54.333333333333336,33.57142857142857,340.42857142857144,1.9047619047619049,62.4952380952381,0.0,0.0,0.0,0.0,4.0,58.3,25.7,21.1,363.9,55.91
551,551,Rhett,Ellison,2018,NY Giants,TE,30.0,Rhett Ellison,26.25531914893617,19.21276595744681,178.19148936170214,1.3617021276595744,71.58510638297872,0.3191489361702128,0.3191489361702128,0.3191489361702128,0.0,7.0,58.2,15.4,24.3,314.3,61.97
552,552,Anthony,McCoy,2012,Seattle,TE,25.0,Anthony McCoy,22.58823529411765,12.235294117647058,137.41176470588235,0.0,51.01176470588236,0.0,0.0,0.0,0.0,3.0,65.1,20.1,19.7,303.8,55.73
553,553,Kyle,Rudolph,2014,Minnesota,TE,25.0,Kyle Rudolph,69.5,41.5,403.0,6.0,61.1,0.0,0.0,0.0,0.0,4.0,59.1,24.4,30.0,344.3,58.24
554,554,Tyler,Eifert,2020,Jacksonville,TE,30.0,Tyler Eifert,58.11111111111112,39.888888888888886,407.44444444444446,2.7777777777777777,69.47777777777777,0.0,0.0,0.0,0.0,8.0,83.0,18.8,24.8,341.8,61.86
555,555,Jacob,Tamme,2016,Atlanta,TE,31.0,Jacob Tamme,63.333333333333336,44.0,474.3333333333333,1.3333333333333333,65.2,0.0,0.0,0.0,0.3333333333333333,9.0,61.0,21.2,21.6,374.3,60.8
556,556,Trey,Burton,2020,Indianapolis,TE,29.0,Trey Burton,50.0,34.0,326.5,3.0,64.69999999999999,0.5,1.0,0.0,0.5,7.0,83.0,22.6,23.3,327.4,53.64
557,557,Desmond,Clark,2005,Chicago,TE,28.0,Desmond Clark,56.333333333333336,30.666666666666668,332.3333333333333,1.3333333333333333,53.333333333333336,0.0,0.0,0.0,1.3333333333333333,7.0,58.9,14.4,20.7,238.5,55.53
558,558,Reggie,Kelly,2008,Cincinnati,TE,31.0,Reggie Kelly,29.08695652173913,20.347826086956523,225.95652173913044,0.3478260869565217,70.44782608695652,0.0,0.0,0.0,0.0,10.0,51.7,23.8,24.1,348.0,58.73
559,559,Todd,Heap,2011,Arizona,TE,31.0,Todd Heap,68.19047619047619,44.95238095238095,596.7142857142857,5.380952380952381,65.62380952380951,0.3809523809523809,0.7619047619047619,0.0,1.0,11.0,58.3,18.1,27.1,269.3,65.63
560,560,Geoff,Swaim,2018,Dallas,TE,25.0,Geoff Swaim,3.3846153846153846,2.923076923076923,35.15384615384615,0.0,94.23076923076924,0.0,0.0,0.0,0.0,4.0,56.2,22.1,20.8,331.9,52.24
561,561,Jeremy,Sprinkle,2019,Washington,TE,25.0,Jeremy Sprinkle,7.465116279069767,4.232558139534884,33.83720930232558,1.0,58.43953488372093,0.0,0.0,0.0,0.0,3.0,56.1,17.6,22.4,299.7,57.19
562,562,Randal,Williams,2006,Las Vegas,TE,28.0,Randal Williams,24.647058823529413,12.294117647058824,155.1764705882353,0.0,49.01764705882353,0.0588235294117647,0.7647058823529411,0.0,0.0,6.0,53.3,18.1,23.9,310.3,63.69
563,563,Fred,Davis,2012,Washington,TE,26.0,Fred Davis,64.8,43.8,604.0,3.0,68.2,0.0,0.0,0.0,0.6,5.0,56.6,18.0,22.9,336.7,61.14
564,564,Alge,Crumpler,2009,Tennessee,TE,32.0,Alge Crumpler,50.22727272727273,29.727272727272727,316.5,2.272727272727273,58.97727272727273,0.0,0.0,0.0,0.6818181818181818,9.0,53.2,22.6,14.5,318.2,48.66
565,565,Mo,Alie-Cox,2020,Indianapolis,TE,27.0,Mo Alie-Cox,11.439024390243905,7.780487804878049,101.78048780487804,0.4390243902439024,68.55121951219512,0.0,0.0,0.0,0.0,3.0,80.0,22.6,23.3,327.4,53.64
